42056;-11.6719,26.7384;MA-11;Laayoune-Sakia El Hamra;Smara
0;-9.2000,32.0370;MA-07;Marrakesh-Safi;Douar Laajayene
0;-9.1984,32.0320;MA-07;Marrakesh-Safi;Douar Lebzarat
0;-9.1762,32.0351;MA-07;Marrakesh-Safi;Rbaat Oulad Ben Aida
0;-9.1851,32.0341;MA-07;Marrakesh-Safi;Rbaat Oulad El Hammi
0;-9.1859,32.0311;MA-07;Marrakesh-Safi;Rbaat Oulad Ali Echeleh
0;-9.1869,32.0299;MA-07;Marrakesh-Safi;Rbaat Oulad El Mahjoub
0;-9.1900,32.0278;MA-07;Marrakesh-Safi;Rbaat Oulad Bel Ghazi
0;-9.2023,32.0228;MA-07;Marrakesh-Safi;Douar Messakna
0;-9.1713,32.0272;MA-07;Marrakesh-Safi;Douar Mhijar Oulad Toumi
0;-9.1800,32.0202;MA-07;Marrakesh-Safi;Douar Leqliaa
0;-9.1884,32.0186;MA-07;Marrakesh-Safi;Douar Regarga
0;-9.1965,32.0190;MA-07;Marrakesh-Safi;Douar Oulad Kaddour
0;-9.2009,32.0172;MA-07;Marrakesh-Safi;Douar Daakra
0;-9.1738,32.0164;MA-07;Marrakesh-Safi;Douar Oulad Toumi
0;-9.1938,32.0126;MA-07;Marrakesh-Safi;Douar Lebkourat
0;-9.1875,32.0121;MA-07;Marrakesh-Safi;Douar Lehnoudat
0;-9.1795,32.0090;MA-07;Marrakesh-Safi;Mguedma
0;-9.1732,32.0115;MA-07;Marrakesh-Safi;Rbaat Oulad Attouch
0;-9.1723,32.0093;MA-07;Marrakesh-Safi;Douar Oulad Said
0;-9.1697,32.0052;MA-07;Marrakesh-Safi;Douar Oulad El Hachmi
0;-9.1869,32.0051;MA-07;Marrakesh-Safi;Douar Laaouadla
0;-9.1941,32.0005;MA-07;Marrakesh-Safi;Douar Oulad Aouicha
0;-9.1770,32.0042;MA-07;Marrakesh-Safi;Douar Oulad Boubker
0;-9.1684,32.0025;MA-07;Marrakesh-Safi;Douar El Haj Mohamed
0;-9.1617,32.1194;MA-07;Marrakesh-Safi;Oulad Salmane
0;-9.1580,32.1092;MA-07;Marrakesh-Safi;Douar Lemaizat
0;-9.1328,32.1095;MA-07;Marrakesh-Safi;Douar Azzaba
0;-9.1419,32.1020;MA-07;Marrakesh-Safi;Rbaat Ouled Oufir
0;-9.1252,32.1048;MA-07;Marrakesh-Safi;Douar Oulad Mansour
0;-9.1581,32.0931;MA-07;Marrakesh-Safi;Douar Maachat
0;-9.1543,32.0909;MA-07;Marrakesh-Safi;Douar Allal Ben Mohamed
0;-9.1344,32.0984;MA-07;Marrakesh-Safi;Douar Haddada
0;-9.1375,32.0927;MA-07;Marrakesh-Safi;Douar Lahmadat
0;-9.1437,32.0866;MA-07;Marrakesh-Safi;Douar Oulad Mbarek Ben Amer
0;-9.1481,32.0833;MA-07;Marrakesh-Safi;Douar Oulad Lhou
0;-9.1300,32.0844;MA-07;Marrakesh-Safi;Rbaat El Moussi
0;-9.1569,32.0744;MA-07;Marrakesh-Safi;Douar Qouabaa
0;-9.1422,32.0724;MA-07;Marrakesh-Safi;Rbaat Sidi Mbarek
0;-9.1478,32.0662;MA-07;Marrakesh-Safi;Douar Hrarta
0;-9.1454,32.0651;MA-07;Marrakesh-Safi;Rbaat El Khider
0;-9.1381,32.0659;MA-07;Marrakesh-Safi;Douar Hjirat Ettahtiya
0;-9.1632,32.0634;MA-07;Marrakesh-Safi;Douar Lehnidat
0;-9.1569,32.0632;MA-07;Marrakesh-Safi;Douar Oulad El Himer
0;-9.1337,32.0633;MA-07;Marrakesh-Safi;Douar Hjirat El Fouqiya
0;-9.1502,32.0560;MA-07;Marrakesh-Safi;Douar Oulad Abdelouassae
0;-9.1572,32.0574;MA-07;Marrakesh-Safi;Douar Sidi Eddahbi
0;-9.1625,32.0561;MA-07;Marrakesh-Safi;Douar El Koudia
0;-9.1511,32.0511;MA-07;Marrakesh-Safi;Douar Oulad Said
0;-9.1271,32.0543;MA-07;Marrakesh-Safi;Douar Lahrech
0;-9.1474,32.0465;MA-07;Marrakesh-Safi;Douar Laaouissat
0;-9.1273,32.0489;MA-07;Marrakesh-Safi;Douar Sharoua
0;-9.1349,32.0446;MA-07;Marrakesh-Safi;Rbaat Oulad Mouki
0;-9.1430,32.0328;MA-07;Marrakesh-Safi;Kariat Lemmissi
0;-9.1380,32.0344;MA-07;Marrakesh-Safi;Douar Oulad Mhifed
0;-9.1291,32.0335;MA-07;Marrakesh-Safi;Douar Lebbihat Lemtaat
0;-9.1323,32.0290;MA-07;Marrakesh-Safi;Douar Lemtaat
0;-9.1549,32.0294;MA-07;Marrakesh-Safi;Dar El Baalouki
0;-9.1572,32.0264;MA-07;Marrakesh-Safi;Rbaat Oulad Mohamed Ben Allal
0;-9.1566,32.0231;MA-07;Marrakesh-Safi;Douar Eddouaou
0;-9.1474,32.0264;MA-07;Marrakesh-Safi;Douar Sharoua
0;-9.1448,32.0219;MA-07;Marrakesh-Safi;Douar Oulad Hayeda
0;-9.1582,32.0172;MA-07;Marrakesh-Safi;Douar Laababsa
0;-9.1546,32.0117;MA-07;Marrakesh-Safi;Rbaat El Haj Mohamed
0;-9.1512,32.0059;MA-07;Marrakesh-Safi;Douar Laaouinat
0;-9.1377,32.0062;MA-07;Marrakesh-Safi;Douar Oulad Ali Bel Haj
0;-9.1385,32.0001;MA-07;Marrakesh-Safi;Douar Hemidat
0;-9.1263,32.0042;MA-07;Marrakesh-Safi;Douar Laaouirat
0;-9.1240,31.9985;MA-07;Marrakesh-Safi;Douar Laaboubat
0;-9.2468,32.0860;MA-07;Marrakesh-Safi;Douar Oulad Bouchaayb
0;-9.2440,32.0340;MA-07;Marrakesh-Safi;Douar Leghoualem
0;-9.2161,32.0510;MA-07;Marrakesh-Safi;Douar Lemmikat
0;-9.2480,32.0114;MA-07;Marrakesh-Safi;Douar Mharcha
0;-9.1502,32.0581;MA-07;Marrakesh-Safi;Douar Lqoudya
0;-9.1264,32.0724;MA-07;Marrakesh-Safi;Douar Lebgagra
0;-9.1770,32.1239;MA-07;Marrakesh-Safi;Douar Sdadqa
0;-9.1978,32.1233;MA-07;Marrakesh-Safi;Douar Oulad Mbarek
0;-7.6240,32.3817;MA-07;Marrakesh-Safi;Douar Oulad Ouaggad Mechbouk
0;-7.5777,32.4001;MA-07;Marrakesh-Safi;Hajra El Bida
0;-7.5443,32.3926;MA-07;Marrakesh-Safi;Douar El Hafat Touares
0;-7.5648,32.4929;MA-06;Casablanca-Settat;Douar Oulad Sidi Abdellah
0;-7.5600,32.4892;MA-06;Casablanca-Settat;Sidi Massaoud
0;-7.5551,32.4861;MA-06;Casablanca-Settat;Douar Oulad Ahmed
0;-7.5007,32.4883;MA-06;Casablanca-Settat;Douar Ould El Arbi
0;-7.5001,32.4903;MA-06;Casablanca-Settat;Douar Oulad El Haj Omar
0;-7.5051,32.3999;MA-07;Marrakesh-Safi;Douar Oulad Lefqih
0;-7.4867,32.6094;MA-06;Casablanca-Settat;Dar Oulad Ben Mail
0;-7.4915,32.6084;MA-06;Casablanca-Settat;Douar Oulad El Ogir
0;-7.4845,32.5729;MA-06;Casablanca-Settat;Douar Oulad Mohamed Ben Mhamed
0;-7.4877,32.5737;MA-06;Casablanca-Settat;Douar Oulad Lafqih
0;-7.4716,32.5258;MA-06;Casablanca-Settat;Douar Laayayaycha
0;-7.4776,32.5192;MA-06;Casablanca-Settat;Douar Lebhahda
0;-7.4699,32.5172;MA-06;Casablanca-Settat;Sidi Mohamed Ben Tahar
0;-7.4675,32.5191;MA-06;Casablanca-Settat;Douar Jniwat
0;-7.4445,32.6147;MA-06;Casablanca-Settat;Dar Oulad Chihab Ahmed
0;-7.4570,32.6064;MA-06;Casablanca-Settat;Douar Oulad Sassi
0;-7.4558,32.6039;MA-06;Casablanca-Settat;Douar Santia
0;-7.4481,32.5999;MA-06;Casablanca-Settat;Douar Slalma
0;-7.4700,32.5605;MA-06;Casablanca-Settat;Dar Oulad Souideq
0;-7.4510,32.5583;MA-06;Casablanca-Settat;Dar Oulad Souideq
0;-7.4290,32.5312;MA-06;Casablanca-Settat;Douar Bir Touil
0;-7.4382,32.5461;MA-06;Casablanca-Settat;Douar Ahmed Ben Ghanem
0;-7.4268,32.5830;MA-06;Casablanca-Settat;Douar Hinoucha
0;-7.4026,32.6060;MA-06;Casablanca-Settat;Douar Oulad Ahmed Ben Tahar
0;-7.4070,32.6051;MA-06;Casablanca-Settat;Dar Mohamad Ben Abdelkader
0;-7.3812,32.5198;MA-06;Casablanca-Settat;Sidi Ahmed El Khadir
0;-7.3757,32.5722;MA-06;Casablanca-Settat;Douar Oulad Abdessadeq
0;-7.3842,32.5997;MA-06;Casablanca-Settat;Dar El Madkouef
0;-7.4829,32.5847;MA-06;Casablanca-Settat;Douar Laaeoubiya
0;-7.4725,32.5078;MA-06;Casablanca-Settat;Douar Saidas
0;-7.4568,32.6005;MA-06;Casablanca-Settat;Douar Oulad Hmida
0;-7.4326,32.5838;MA-06;Casablanca-Settat;Douar Oulad Chraga
0;-7.4071,32.6172;MA-06;Casablanca-Settat;Douar El Haj Eddaoudi
0;-7.4747,32.5190;MA-06;Casablanca-Settat;Erragragui
0;-7.4596,32.6033;MA-06;Casablanca-Settat;Douar Lebkakra
0;-7.4696,32.6035;MA-06;Casablanca-Settat;Douar Malize El Mers
0;-7.4302,32.4998;MA-06;Casablanca-Settat;Aubane Kaabara
0;-7.3973,32.5536;MA-06;Casablanca-Settat;Douar Hutimid
0;-7.3894,32.5817;MA-06;Casablanca-Settat;Douar Laacmachriya
0;-7.3760,32.5838;MA-06;Casablanca-Settat;Douar Lehmaunda
0;-7.1236,33.7733;MA-06;Casablanca-Settat;Dar Lmassaoud
0;-7.0740,33.8532;MA-04;Rabat-Salé-Kénitra;Lafrath
0;-7.0962,33.8389;MA-04;Rabat-Salé-Kénitra;Oulad Bou Barkel
0;-7.0929,33.8309;MA-04;Rabat-Salé-Kénitra;Sguiyna
0;-7.1149,33.8278;MA-04;Rabat-Salé-Kénitra;Oulad Sidi Taher
0;-7.0776,33.8273;MA-04;Rabat-Salé-Kénitra;Oulad Ali
0;-7.0823,33.8246;MA-04;Rabat-Salé-Kénitra;Croissant Rouga
0;-7.0955,33.8230;MA-04;Rabat-Salé-Kénitra;Oulad Sidi Taher
0;-7.1061,33.8206;MA-04;Rabat-Salé-Kénitra;Douar Aouta
0;-7.1190,33.8246;MA-04;Rabat-Salé-Kénitra;Souatia
0;-7.1035,33.8133;MA-04;Rabat-Salé-Kénitra;Douar Dayma
0;-7.0887,33.8101;MA-04;Rabat-Salé-Kénitra;Loudaya
0;-7.0820,33.8093;MA-04;Rabat-Salé-Kénitra;Bel Allam
0;-7.0882,33.7868;MA-06;Casablanca-Settat;Aouinet Jiane
0;-7.1229,33.7880;MA-06;Casablanca-Settat;Douar Skhar
0;-7.0885,33.7800;MA-06;Casablanca-Settat;Oulad Blal
0;-7.0877,33.7717;MA-06;Casablanca-Settat;Ramliya
0;-7.0917,33.7698;MA-06;Casablanca-Settat;Lmers
0;-7.1056,33.7711;MA-06;Casablanca-Settat;Daroua
0;-7.0948,33.7835;MA-06;Casablanca-Settat;Ben Hamlat
0;-7.0997,33.7779;MA-06;Casablanca-Settat;Laqnadssa
0;-7.1138,33.7538;MA-06;Casablanca-Settat;Coopérative Lmaghrib Ljadid
0;-7.1092,33.7502;MA-06;Casablanca-Settat;Lahrar
0;-7.0819,33.7539;MA-06;Casablanca-Settat;Lharchiya
0;-7.0869,33.7630;MA-06;Casablanca-Settat;Mhajiya
0;-7.0888,33.7492;MA-06;Casablanca-Settat;Laghouirat
0;-7.1058,33.7625;MA-06;Casablanca-Settat;Mhijiba
0;-7.0459,33.7508;MA-06;Casablanca-Settat;Lkoudya
0;-7.0427,33.7819;MA-04;Rabat-Salé-Kénitra;Lamratha
0;-7.0342,33.7851;MA-04;Rabat-Salé-Kénitra;Oulad Yahya Ben Ali
0;-7.0377,33.8016;MA-04;Rabat-Salé-Kénitra;Sabbah
0;-7.0553,33.8068;MA-04;Rabat-Salé-Kénitra;Chkbounari
0;-7.0668,33.8084;MA-04;Rabat-Salé-Kénitra;Oulad Barkat
0;-7.0506,33.8154;MA-04;Rabat-Salé-Kénitra;Dhar Qorchi
0;-7.0459,33.8205;MA-04;Rabat-Salé-Kénitra;Lahrachi
0;-7.0611,33.8204;MA-04;Rabat-Salé-Kénitra;Chteba
0;-7.0609,33.8145;MA-04;Rabat-Salé-Kénitra;Oulad Mansour
0;-7.0463,33.8273;MA-04;Rabat-Salé-Kénitra;Oulad Raben
0;-7.0687,33.8286;MA-04;Rabat-Salé-Kénitra;Oulad Othmane
0;-7.0540,33.8328;MA-04;Rabat-Salé-Kénitra;Douar Liath
0;-7.0375,33.8389;MA-04;Rabat-Salé-Kénitra;Douar Smar
0;-7.0529,33.8606;MA-04;Rabat-Salé-Kénitra;Ain Laabanat
0;-7.0467,33.8526;MA-04;Rabat-Salé-Kénitra;Douar Mhajar
0;-7.0635,33.8500;MA-04;Rabat-Salé-Kénitra;Douar Sidi Ali
0;-7.0350,33.8300;MA-04;Rabat-Salé-Kénitra;Dar Miaddal
0;-7.0160,33.8816;MA-04;Rabat-Salé-Kénitra;Oulad Amer Lbahhara
0;-7.0076,33.8685;MA-04;Rabat-Salé-Kénitra;Oulad Amer Cmahne
0;-7.0231,33.8680;MA-04;Rabat-Salé-Kénitra;Oulad Amira
0;-7.0252,33.8738;MA-04;Rabat-Salé-Kénitra;Oulad Amlia
0;-7.0224,33.8779;MA-04;Rabat-Salé-Kénitra;Oulad Zid
0;-7.0043,33.8573;MA-04;Rabat-Salé-Kénitra;Kaouachat
0;-7.0148,33.8459;MA-04;Rabat-Salé-Kénitra;Douar Lahier
0;-7.0149,33.8569;MA-04;Rabat-Salé-Kénitra;Douar Jeid
0;-7.0111,33.8343;MA-04;Rabat-Salé-Kénitra;Oulad Ghanem
0;-7.0138,33.8385;MA-04;Rabat-Salé-Kénitra;Bled Azzabdi
0;-7.0198,33.8324;MA-04;Rabat-Salé-Kénitra;Lqalaa
0;-7.0351,33.8238;MA-04;Rabat-Salé-Kénitra;Argoub Labbal
0;-7.0240,33.8120;MA-04;Rabat-Salé-Kénitra;Dar Ghissa
0;-7.0166,33.8048;MA-04;Rabat-Salé-Kénitra;Nahga
0;-7.0129,33.7996;MA-04;Rabat-Salé-Kénitra;Oulad Habri
0;-7.0216,33.7760;MA-04;Rabat-Salé-Kénitra;Obidib
0;-7.0273,33.7712;MA-04;Rabat-Salé-Kénitra;Souissiyat
0;-7.0222,33.7578;MA-04;Rabat-Salé-Kénitra;Farrane Ajr
0;-7.0262,33.7478;MA-04;Rabat-Salé-Kénitra;Bir Khalia
0;-7.0932,33.8011;MA-04;Rabat-Salé-Kénitra;Mathraa Mourayat
0;-7.0952,33.7576;MA-06;Casablanca-Settat;Coopérative Lmaghrib Ljadid
0;-7.0326,33.7681;MA-04;Rabat-Salé-Kénitra;Laaouija
0;-7.0442,33.8588;MA-04;Rabat-Salé-Kénitra;Oulad Msoun Lbahhara
0;-7.0023,33.8762;MA-04;Rabat-Salé-Kénitra;Oulad Amer Cayahua
0;-7.0684,33.8261;MA-04;Rabat-Salé-Kénitra;Dar Cherif
0;-7.1175,33.7926;MA-06;Casablanca-Settat;Labramis
0;-6.8383,33.3617;MA-06;Casablanca-Settat;Leffia Oulad Si Ahmed
0;-6.8554,33.3548;MA-06;Casablanca-Settat;Douar Oulad Si Ahmed
0;-6.8570,33.3285;MA-06;Casablanca-Settat;Douar Laslatra
0;-6.8593,33.3140;MA-06;Casablanca-Settat;Douar Oulad Massapod
0;-6.8021,33.2549;MA-06;Casablanca-Settat;Douar El Maazi
0;-6.8256,33.2537;MA-06;Casablanca-Settat;Douar Oulad Bou Allou Leghzaouna
0;-6.8190,33.3612;MA-06;Casablanca-Settat;Douar Si Ahmed Lahmimida
0;-6.7514,33.3671;MA-04;Rabat-Salé-Kénitra;Dar El Caid El Mekki
0;-6.7653,33.3676;MA-04;Rabat-Salé-Kénitra;Douar Ait El Mamoum
0;-6.7550,33.3530;MA-04;Rabat-Salé-Kénitra;Douar Oulad El Arta
0;-6.7586,33.3208;MA-04;Rabat-Salé-Kénitra;Douar Oulad Hrach
0;-6.7837,33.3085;MA-04;Rabat-Salé-Kénitra;Douar Ait Ben Ali
0;-6.7869,33.2732;MA-04;Rabat-Salé-Kénitra;Douar Tadla
0;-6.8629,33.3601;MA-06;Casablanca-Settat;Douar Oulad Si Ahmed
0;-6.7615,33.3541;MA-04;Rabat-Salé-Kénitra;Douar Oulad Ali
0;-6.7720,33.3499;MA-04;Rabat-Salé-Kénitra;Douar Oulad Ali
0;-6.7531,33.2743;MA-04;Rabat-Salé-Kénitra;Douar Lemsaadiya
0;-6.7630,33.2708;MA-04;Rabat-Salé-Kénitra;Douar Lemsaadiya
0;-9.3140,31.2549;MA-07;Marrakesh-Safi;Tarhzout
0;-8.5183,31.4088;MA-07;Marrakesh-Safi;Dar Aït Jbara
0;-8.5211,31.3571;MA-07;Marrakesh-Safi;Aït Aalouach
0;-8.5859,31.3971;MA-07;Marrakesh-Safi;Sidi el Khiat
0;-8.5275,31.3519;MA-07;Marrakesh-Safi;Aït Bahsine
0;-8.6571,31.4029;MA-07;Marrakesh-Safi;Zaouït el Hajj Saddik
0;-8.6860,31.3234;MA-07;Marrakesh-Safi;Ahl el Mahdi
0;-8.7261,31.2586;MA-07;Marrakesh-Safi;Aït Hassaïne
0;-8.7445,31.4552;MA-07;Marrakesh-Safi;El Koudri
0;-8.7030,31.4284;MA-07;Marrakesh-Safi;Aït Naïma
0;-8.7155,31.4196;MA-07;Marrakesh-Safi;Afritsat
0;-8.7417,31.3886;MA-07;Marrakesh-Safi;Lkreïm
0;-8.7103,31.3770;MA-07;Marrakesh-Safi;Ahl Salem
0;-8.6988,31.3797;MA-07;Marrakesh-Safi;Ahl Haïmed
0;-8.7248,31.3094;MA-07;Marrakesh-Safi;El Halalef
0;-8.7391,31.2710;MA-07;Marrakesh-Safi;Tazdimet Tisrit
0;-8.6830,31.2556;MA-07;Marrakesh-Safi;Azib Sidi Jaa
0;-8.6592,31.2969;MA-07;Marrakesh-Safi;Azib el Arej
0;-8.6729,31.3373;MA-07;Marrakesh-Safi;Ahl bel Caïd
0;-8.6690,31.3443;MA-07;Marrakesh-Safi;Ech Chkirdet
0;-8.6807,31.3390;MA-07;Marrakesh-Safi;El Madani
0;-8.6495,31.3603;MA-07;Marrakesh-Safi;Ali bou Tahar
0;-8.6702,31.3664;MA-07;Marrakesh-Safi;Moul el Aoud
0;-8.6495,31.3755;MA-07;Marrakesh-Safi;Lababsa
0;-8.6427,31.3818;MA-07;Marrakesh-Safi;Jraïf
0;-8.6779,31.3869;MA-07;Marrakesh-Safi;El Askri
0;-8.6928,31.4200;MA-07;Marrakesh-Safi;Abd es Salam
0;-8.6383,31.4226;MA-07;Marrakesh-Safi;Dar Sidi Tayeb
0;-8.6758,31.4906;MA-07;Marrakesh-Safi;El Gattare
0;-8.6351,31.4557;MA-07;Marrakesh-Safi;El Ibil
0;-8.6175,31.4269;MA-07;Marrakesh-Safi;Hamid bel Medjoul
0;-8.5927,31.3890;MA-07;Marrakesh-Safi;Aguenaouat
0;-8.5867,31.3806;MA-07;Marrakesh-Safi;Aït Sidi Brahim
0;-8.5885,31.3564;MA-07;Marrakesh-Safi;Ech Chorfa
0;-8.5983,31.2930;MA-07;Marrakesh-Safi;Tikarkebt
0;-8.5807,31.2865;MA-07;Marrakesh-Safi;Kennzar
0;-8.5977,31.2783;MA-07;Marrakesh-Safi;El Harch
0;-8.6218,31.2680;MA-07;Marrakesh-Safi;Irhzer Izgarene
0;-8.5319,31.2511;MA-07;Marrakesh-Safi;Izda
0;-8.5118,31.2547;MA-07;Marrakesh-Safi;Douirhil
0;-8.5509,31.2999;MA-07;Marrakesh-Safi;Ouarar
0;-8.5375,31.3110;MA-07;Marrakesh-Safi;Ech Chouihia
0;-8.5506,31.3272;MA-07;Marrakesh-Safi;Benndara
0;-8.5388,31.3370;MA-07;Marrakesh-Safi;Amaarès
0;-8.5541,31.3444;MA-07;Marrakesh-Safi;Achtouk
0;-8.5328,31.3618;MA-07;Marrakesh-Safi;Aït Brahim
0;-8.5193,31.3635;MA-07;Marrakesh-Safi;Braïssoul
0;-8.5235,31.3936;MA-07;Marrakesh-Safi;Aït Oukhchine
0;-8.5817,31.3937;MA-07;Marrakesh-Safi;Isbouya
0;-8.5646,31.4526;MA-07;Marrakesh-Safi;Ben el Khrouf
0;-8.5687,31.4598;MA-07;Marrakesh-Safi;Aïssa bou Bouih
0;-8.5635,31.4915;MA-07;Marrakesh-Safi;Dar bel Ouali
0;-8.5071,31.4995;MA-07;Marrakesh-Safi;Aït Daoud
0;-8.5084,31.4532;MA-07;Marrakesh-Safi;Aïn Sidi Ahmed
0;-8.5010,31.4151;MA-07;Marrakesh-Safi;Sidi Cadi Haja
0;-8.5056,31.3798;MA-07;Marrakesh-Safi;Bel Yaïch
0;-8.5093,31.3694;MA-07;Marrakesh-Safi;Zaouia Mejjate ou Zdar
0;-8.5094,31.3592;MA-07;Marrakesh-Safi;Zaouia Mejjate ou Fella
0;-8.5039,31.3352;MA-07;Marrakesh-Safi;Ifrane
0;-8.5122,31.3296;MA-07;Marrakesh-Safi;Azerabouk
0;-8.5111,31.2894;MA-07;Marrakesh-Safi;El Aamri
0;-8.5071,31.2546;MA-07;Marrakesh-Safi;Bou Zouga
0;-8.6510,31.3918;MA-07;Marrakesh-Safi;Dar Ahmed Baba
0;-8.5247,31.3152;MA-07;Marrakesh-Safi;Aït Abdallah ou Sous
0;-8.7255,31.4928;MA-07;Marrakesh-Safi;Azib Sidi Abd el Jelil
0;-7.7685,31.1938;MA-07;Marrakesh-Safi;Timguist
0;-7.7627,31.0095;MA-09;Souss-Massa;Tachedirt
0;-7.7733,31.0053;MA-09;Souss-Massa;Azarhart
0;-7.8392,31.2315;MA-07;Marrakesh-Safi;Rge. du Taureau
0;-7.8406,31.0445;MA-09;Souss-Massa;Tagadirt
0;-7.8376,31.0346;MA-09;Souss-Massa;Timzakine
0;-7.8452,31.0188;MA-09;Souss-Massa;Takatert
0;-7.8909,31.1968;MA-07;Marrakesh-Safi;Imsourene
0;-7.8483,31.0564;MA-09;Souss-Massa;Missour
0;-7.8895,31.1991;MA-07;Marrakesh-Safi;Agadir
0;-7.9797,31.1424;MA-07;Marrakesh-Safi;Taddert
0;-7.9778,31.1374;MA-07;Marrakesh-Safi;Agouinane
0;-7.9276,31.2353;MA-07;Marrakesh-Safi;Iferhane
0;-7.9277,31.1362;MA-07;Marrakesh-Safi;Mzikene
0;-7.9203,31.1337;MA-07;Marrakesh-Safi;Taourirt n’Aït Mizane
0;-7.9227,31.1514;MA-07;Marrakesh-Safi;Taddert
0;-7.9861,31.2402;MA-07;Marrakesh-Safi;Tamgounsi
0;-7.9738,31.2462;MA-07;Marrakesh-Safi;Tirliite
0;-7.9796,31.2307;MA-07;Marrakesh-Safi;Taourirt
0;-7.9781,31.2299;MA-07;Marrakesh-Safi;Koudia d’Asni
0;-7.9555,31.1935;MA-07;Marrakesh-Safi;Imi Ourhlad
0;-7.9507,31.1907;MA-07;Marrakesh-Safi;Annfarkou
0;-7.9458,31.1801;MA-07;Marrakesh-Safi;Ouaousseft
0;-7.9934,31.1665;MA-07;Marrakesh-Safi;Azerfsane
0;-7.9889,31.1499;MA-07;Marrakesh-Safi;Irkoubeline
0;-7.9859,31.1447;MA-07;Marrakesh-Safi;Aït Ouissadene
0;-7.9842,31.1458;MA-07;Marrakesh-Safi;Aït Ouaougmoute
0;-7.9192,31.1321;MA-07;Marrakesh-Safi;Acheim
0;-7.9156,31.1353;MA-07;Marrakesh-Safi;Targa Imoula
0;-7.9114,31.1401;MA-07;Marrakesh-Safi;Aït Souka
0;-7.9366,31.1713;MA-07;Marrakesh-Safi;Tizi n’Ezraï
0;-7.9187,31.1829;MA-07;Marrakesh-Safi;Arg
0;-7.9097,31.1960;MA-07;Marrakesh-Safi;Tinourhar
0;-7.9388,31.2052;MA-07;Marrakesh-Safi;El Bour
0;-7.9368,31.2088;MA-07;Marrakesh-Safi;Imska
0;-7.9208,31.2150;MA-07;Marrakesh-Safi;Ouksir
0;-7.9217,31.2404;MA-07;Marrakesh-Safi;Maison Forestière d’Iferhane
0;-7.9164,31.2274;MA-07;Marrakesh-Safi;Arhir
0;-7.8845,31.2437;MA-07;Marrakesh-Safi;Ismir
0;-7.8801,31.2382;MA-07;Marrakesh-Safi;Tizaoute
0;-7.8858,31.1944;MA-07;Marrakesh-Safi;Gliz
0;-7.9001,31.1709;MA-07;Marrakesh-Safi;Amskere
0;-7.8809,31.1578;MA-07;Marrakesh-Safi;Tinerhourhine
0;-7.8658,31.1620;MA-07;Marrakesh-Safi;Talate n’Chaoute
0;-7.8316,31.0010;MA-09;Souss-Massa;Ouaounzourt
0;-7.8338,31.0156;MA-09;Souss-Massa;Amsouzerte
0;-7.8325,31.0171;MA-09;Souss-Massa;Inegouadine
0;-7.8482,31.0173;MA-09;Souss-Massa;Tisgouane
0;-7.8586,31.0177;MA-09;Souss-Massa;Aït Igrane
0;-7.8384,31.0173;MA-09;Souss-Massa;Ibrouane
0;-7.8363,31.0238;MA-09;Souss-Massa;Aguerzrane
0;-7.8434,31.0433;MA-09;Souss-Massa;Tazga
0;-7.8326,31.0495;MA-09;Souss-Massa;Annsfioune
0;-7.8519,31.0614;MA-09;Souss-Massa;Tissaldaï
0;-7.8606,31.1542;MA-07;Marrakesh-Safi;Ouanesekra
0;-7.8549,31.2325;MA-07;Marrakesh-Safi;Col du Taureau ou Aguerd n’ Isk
0;-7.8127,31.2293;MA-07;Marrakesh-Safi;Aït el Kack
0;-7.7995,31.1936;MA-07;Marrakesh-Safi;Agounss
0;-7.7712,31.0249;MA-09;Souss-Massa;Koudia Tizi n’Ougount
0;-7.7776,31.0120;MA-09;Souss-Massa;Limouda
0;-7.7544,31.0228;MA-09;Souss-Massa;Tifidern
0;-7.7503,31.0215;MA-09;Souss-Massa;Tizi n’Aït Yazza
0;-7.7659,31.0203;MA-09;Souss-Massa;Talemst
0;-7.7660,31.0265;MA-09;Souss-Massa;Tasseloumt
0;-7.7632,31.0320;MA-09;Souss-Massa;Talate
0;-7.7606,31.1918;MA-07;Marrakesh-Safi;Isgouarne
0;-7.7848,31.1983;MA-07;Marrakesh-Safi;Animiter
0;-7.7758,31.2464;MA-07;Marrakesh-Safi;Issouka
0;-7.7569,31.2467;MA-07;Marrakesh-Safi;Akerkar
0;-7.8984,31.2012;MA-07;Marrakesh-Safi;Tidli
0;-8.1749,32.7376;MA-06;Casablanca-Settat;Douar Oulad El Houssine
0;-7.1327,31.1966;MA-08;Drâa-Tafilalet;Takarrat
0;-7.1384,31.2130;MA-08;Drâa-Tafilalet;Aït Ous’id
0;-7.1293,31.1712;MA-08;Drâa-Tafilalet;Taghoura
0;-7.2003,31.0394;MA-08;Drâa-Tafilalet;Al Mdint
0;-7.1309,31.1605;MA-08;Drâa-Tafilalet;Torst
0;-7.2343,31.1345;MA-08;Drâa-Tafilalet;Tannat
0;-7.1354,31.1240;MA-08;Drâa-Tafilalet;Ifaryadne
0;-7.1328,31.1177;MA-08;Drâa-Tafilalet;Tassarda
0;-7.1407,31.0972;MA-08;Drâa-Tafilalet;Wa-ou-Nsamt
0;-7.1443,31.0640;MA-08;Drâa-Tafilalet;Tighramt
0;-7.1340,31.2119;MA-08;Drâa-Tafilalet;Azzawit
0;-7.1314,31.0444;MA-08;Drâa-Tafilalet;Issiwid
0;-7.1990,31.1374;MA-08;Drâa-Tafilalet;Anghassa
