19424;-14.8167,11.7333;GW-01;Bafatá;Xitole
0;-15.1167,11.4500;GW;;Recubá
0;-13.9167,12.3167;GW;;Rauna
0;-14.6000,12.0167;GW;;Râba
0;-15.0833,11.1333;GW;;Quixangue
0;-15.8000,11.9667;GW;;Quiuta
0;-15.8833,11.9000;GW;;Quitande
0;-15.5494,12.0703;GW-04;Oio;Quitamo
0;-15.9167,11.7667;GW;;Quitaiá
0;-15.5758,12.4269;GW-06;Cacheu;Quissir
0;-13.8000,11.9333;GW;;Quissem
0;-13.7333,11.8667;GW;;Quissem
0;-15.5353,12.0511;GW-04;Oio;Quissanque
0;-14.5333,11.7167;GW;;Quirafo
0;-15.8000,11.9667;GW;;Quintungul
0;-15.2667,11.2833;GW;;Quintáfine
0;-15.6333,12.1333;GW;;Quinjema
6602;-15.8556,11.8869;GW-12;Biombo;Quinhámel
0;-15.9167,11.8000;GW;;Quinchana
0;-15.8833,11.8833;GW;;Quilum
0;-15.5669,12.2956;GW-04;Oio;Quijim
0;-15.6667,11.9667;GW;;Quidinga
0;-15.5667,11.9333;GW;;Quide
0;-15.3000,11.9833;GW;;Quibir
0;-15.0667,11.1333;GW;;Quibir
0;-15.2333,11.2667;GW;;Quibil
0;-15.2833,11.4000;GW;;Quiassé
0;-15.2667,11.4000;GW;;Quiassé
0;-16.1500,12.1667;GW;;Qui
0;-16.2167,12.0667;GW;;Qui
0;-15.0667,11.4833;GW;;Queuel Lei
0;-14.2833,12.3667;GW;;Queuel
0;-15.8333,12.4333;GW;;Quetubâ
0;-15.6167,11.9000;GW;;Quetene
0;-15.8378,12.1253;GW-06;Cacheu;Quete
0;-16.1525,12.1978;GW-06;Cacheu;Quesse
0;-15.6106,12.1078;GW-04;Oio;Quessasse
0;-15.2833,12.1167;GW;;Quessaque
0;-15.6167,11.8833;GW;;Querunguel Papel
0;-15.6333,11.8833;GW;;Querunguel Mancanha
0;-15.5000,11.5833;GW;;Queruane
0;-14.5667,12.6667;GW;;Queroane
0;-14.2667,12.3833;GW;;Queroane
0;-14.5500,12.1667;GW;;Queroane
0;-14.7500,12.0000;GW;;Queroane
0;-15.0000,11.8167;GW;;Queroane
0;-15.6167,11.9000;GW;;Querique
0;-15.6333,11.8833;GW;;Querim
0;-15.2731,12.1300;GW-04;Oio;Querene
0;-15.5594,12.3589;GW-04;Oio;Queré
0;-15.4633,12.1214;GW-04;Oio;Queré
0;-14.9167,12.0000;GW;;Quérè
0;-16.0667,11.9833;GW;;Quequeque
0;-15.6500,11.8667;GW;;Quepol
0;-15.2667,12.1000;GW;;Quenticó
0;-14.7667,12.1167;GW;;Quenhetó
0;-15.2167,12.1514;GW-04;Oio;Quenhequenheto
0;-14.8500,12.5833;GW;;Quenhatò
0;-15.4011,12.5419;GW-04;Oio;Quenhato
0;-15.7236,12.1975;GW-06;Cacheu;Quenhaque
0;-15.4228,12.1981;GW-04;Oio;Quenhaque
0;-15.4369,12.1814;GW-04;Oio;Quenhaque
0;-15.4333,12.1167;GW;;Quenhaque
0;-15.3528,12.0656;GW-04;Oio;Quenhaque
0;-15.6500,11.9667;GW;;Quenhanque
0;-15.6444,12.2283;GW-04;Oio;Quenem
0;-15.3167,12.4833;GW;;Quenejara
0;-14.3167,12.5667;GW;;Quénebà
0;-13.9333,12.5333;GW;;Quenebà
0;-14.5747,12.3883;GW;;Quénebà
0;-14.0000,11.7000;GW;;Quenebá
0;-14.6500,11.6833;GW;;Quenebà
28898;-15.6333,11.8667;GW-11;Bissau;Quelele
0;-15.6667,12.2667;GW;;Queficine
0;-15.8781,12.1206;GW-06;Cacheu;Quedanga
0;-14.8000,12.0833;GW;;Quecuta
0;-14.8167,12.0167;GW;;Quecuta
0;-16.2333,11.8500;GW;;Quecete
0;-15.9167,11.8833;GW;;Quecene
0;-14.7333,12.0167;GW;;Queca
7072;-14.9333,11.3333;GW-07;Tombali;Quebo
0;-14.5500,11.7167;GW;;Quebel
0;-13.7167,11.8000;GW;;Quèbègi
0;-14.9833,12.1333;GW;;Quebá Jilã
0;-15.2686,12.6386;GW-04;Oio;Quebacó
0;-16.0167,11.9667;GW;;Quebaca
0;-14.6500,12.1667;GW;;Quartel
0;-14.6167,12.2500;GW;;Purenha
0;-16.0553,12.0781;GW-06;Cacheu;Pupal
0;-15.9833,11.9833;GW;;Pungonha
0;-15.2667,11.3000;GW;;Pungã
0;-15.8267,12.3053;GW-06;Cacheu;Pundame
0;-15.8094,12.3022;GW-06;Cacheu;Pundame
0;-16.0000,11.9833;GW;;Punconche
0;-16.0833,11.7667;GW;;Pumôa
0;-15.4833,11.6167;GW;;Pujunguto
0;-15.7167,12.1000;GW;;Pubosse
0;-15.7667,11.8333;GW;;Prite
0;-14.7333,12.2333;GW;;Priame de Cima
0;-14.7333,12.2333;GW;;Priame de Baixo
0;-15.2667,11.7833;GW;;Priame
0;-15.2500,11.2833;GW;;Priame
0;-15.4667,11.5667;GW;;Preço Leve
0;-15.6000,11.8500;GW;;Praça de Bandim
3223;-15.7389,11.8025;GW-12;Biombo;Prábis
0;-14.8667,11.7333;GW;;Portugal
0;-15.5000,11.5833;GW;;Portugal
0;-14.8000,11.6333;GW;;Porto Saico
0;-16.2667,11.8667;GW;;Porto Parul
0;-15.1333,11.9667;GW;;Porto Gole
0;-15.3167,11.2000;GW;;Porto de Corcô
0;-15.2500,12.4667;GW;;Porto
0;-13.7333,12.3333;GW;;Popoti
0;-13.9500,12.6667;GW;;Popójè
0;-15.5833,11.5333;GW;;Pontia
0;-15.6333,11.9833;GW;;Ponte Móvel
0;-14.6167,12.4333;GW;;Ponte de Lima
0;-15.1333,11.1500;GW;;Ponte
0;-15.7000,11.9333;GW;;Ponta Vicente de Mata
0;-15.8333,11.8167;GW;;Ponta Vermelha
0;-15.6167,11.8500;GW;;Ponta Vasconcelos
0;-14.9833,11.9500;GW;;Ponta Varela
0;-15.7667,12.1000;GW;;Ponta Valentim
0;-15.7000,12.0833;GW;;Ponta Umbrum
0;-15.1833,12.5167;GW;;Ponta Umbome
0;-14.6333,12.1500;GW;;Ponta Tomaz Vaz
0;-15.8089,12.0667;GW-06;Cacheu;Ponta Tomázia
0;-16.1108,12.1983;GW-06;Cacheu;Ponta Teixeira
0;-15.6500,11.8500;GW;;Ponta Teixeira
0;-15.7000,12.0833;GW;;Ponta Soares
0;-15.1717,12.4628;GW-04;Oio;Ponta Sinoi
0;-15.0667,12.4333;GW;;Ponta Simão
0;-16.2000,12.2500;GW;;Ponta Simão
0;-15.7642,12.2344;GW-06;Cacheu;Ponta São Vicente
0;-15.6833,11.8833;GW;;Ponta Sanhá
0;-16.1667,12.2667;GW;;Ponta Salvador Barreto
0;-14.8667,12.0167;GW;;Ponta Romão
0;-15.6500,11.9333;GW;;Ponta Rocha
0;-15.0833,12.0500;GW;;Ponta Roberto Cordeiro
0;-15.7833,11.9000;GW;;Ponta Ricardo Soares
0;-15.7167,11.8833;GW;;Ponta Rapaz
0;-15.7500,12.1833;GW;;Ponta Pónate
0;-15.1833,12.4667;GW;;Ponta Pinto
0;-15.6833,11.9167;GW;;Ponta Piniz
0;-15.0333,12.4667;GW;;Ponta Penoi
0;-15.7136,12.1858;GW-06;Cacheu;Ponta Penhasse
0;-15.2333,12.4667;GW;;Ponta Paulo Comba
0;-15.6667,11.8500;GW;;Ponta Paixão
0;-15.7333,11.9000;GW;;Ponta Ondi Vieira
0;-15.4333,11.7333;GW;;Ponta Nova de Sajà
0;-15.2333,12.4500;GW;;Ponta Nova
0;-15.6333,12.3500;GW;;Ponta Nova
0;-14.8667,12.0500;GW;;Ponta Nova
0;-15.7333,12.0000;GW;;Ponta Nova
0;-15.3833,11.8667;GW;;Ponta Nova
0;-15.0000,11.8000;GW;;Ponta Nova
0;-15.4167,11.7833;GW;;Ponta Nova
0;-14.9167,11.7833;GW;;Ponta Nova
0;-15.4000,11.7167;GW;;Ponta Nova
0;-15.0500,11.5167;GW;;Ponta Nova
0;-15.3667,11.2833;GW;;Ponta Nova
0;-15.1333,11.1833;GW;;Ponta Nova
0;-15.0333,11.0500;GW;;Ponta Nova
0;-15.7833,12.2000;GW;;Ponta Nhaga
0;-15.6333,11.9500;GW;;Ponta Monte Cristo
0;-15.7581,12.1647;GW-06;Cacheu;Ponta Mátar
0;-15.6167,11.8833;GW;;Ponta Mariano
0;-14.6833,12.2500;GW;;Ponta Manuel Vieira
0;-15.1833,12.4500;GW;;Ponta Manuel Rodrigues
0;-15.6167,11.8667;GW;;Ponta Manuel das Águas
0;-14.8500,12.0000;GW;;Ponta Mamadu
0;-15.6000,11.9167;GW;;Ponta Luís Gomes
0;-15.0333,11.8667;GW;;Ponta Luís Dias
0;-15.7950,12.0400;GW-06;Cacheu;Ponta Luís Cabral
0;-15.0000,12.0333;GW;;Ponta Luís
0;-16.1333,11.9167;GW;;Ponta Leandro Lopes
0;-15.6333,12.3833;GW;;Ponta Lagoa
0;-15.7167,11.8833;GW;;Ponta José da Silva
0;-15.0333,12.4500;GW;;Ponta Joaquim Pereira
0;-15.6833,11.8167;GW;;Ponta Joaquim Pereira
0;-15.7500,12.0500;GW;;Ponta Joaquim Mendes
0;-15.0167,11.8833;GW;;Ponta João da Silva
0;-15.7500,11.8500;GW;;Ponta João Carlos
0;-15.7000,12.0833;GW;;Ponta J. Fona
0;-15.4833,11.6000;GW;;Ponta Isidoro
0;-15.8167,11.8500;GW;;Ponta Isaac
0;-15.1333,12.4167;GW;;Ponta Inácia
0;-15.8333,11.8167;GW;;Ponta Honório
0;-14.5667,12.1333;GW;;Ponta Guerra
0;-15.5833,11.9333;GW;;Ponta Gomes
0;-15.7500,12.0333;GW;;Ponta Germano Landim
0;-15.7222,12.0172;GW-06;Cacheu;Ponta Geraldo Landim
0;-15.6667,11.8167;GW;;Ponta Gardete
0;-15.1833,12.4667;GW;;Ponta Furtado
0;-16.1500,12.2500;GW;;Ponta Francisco Monteiro
0;-15.7667,12.0500;GW;;Ponta Francisco Araújo
0;-15.7333,12.2000;GW;;Ponta Fortuna
0;-15.3500,11.4833;GW;;Ponta Filipe
0;-15.2333,12.4833;GW;;Ponta Fernandes
0;-16.1833,12.2500;GW;;Ponta Fernandes
0;-15.7333,12.0500;GW;;Ponta Domingos Monteiro
0;-15.0167,11.9167;GW;;Ponta do Inglês
0;-15.5667,11.5667;GW;;Ponta Doce Mancanha
0;-15.5833,11.5500;GW;;Ponta Doce Balanta
0;-15.2500,12.5333;GW;;Ponta Doce
0;-15.5833,12.4333;GW;;Ponta Doce
0;-16.1000,11.8833;GW;;Ponta de Pedra
0;-15.1833,12.4500;GW;;Ponta Dangã
0;-15.8000,11.8833;GW;;Ponta da Negado
0;-15.1167,12.4167;GW;;Ponta Cumanda
0;-15.7000,11.8833;GW;;Ponta Crato
0;-16.1117,12.2539;GW-06;Cacheu;Ponta Costa
0;-15.7833,11.9000;GW;;Ponta Corrente
0;-15.7000,12.0500;GW;;Ponta Consolação
0;-15.6667,12.0667;GW;;Ponta Conselho
0;-15.8333,11.8167;GW;;Ponta Compito
0;-15.1833,12.4667;GW;;Ponta Camilo
0;-15.7833,11.9167;GW;;Ponta Califórnia
0;-15.2500,12.4833;GW;;Ponta Caeiro
0;-15.8500,11.9667;GW;;Ponta Cabral
0;-14.8167,12.0667;GW;;Ponta Brandão
0;-15.0833,12.4167;GW;;Ponta Boa Esperança
0;-15.7667,11.8833;GW;;Ponta Boa Esperança
0;-15.7167,12.0833;GW;;Ponta Blom
0;-15.6167,11.9167;GW;;Ponta Bernardo Soares
0;-15.6833,11.8333;GW;;Ponta Benjamim Correia
0;-15.7167,11.8167;GW;;Ponta Benjamim Correia
0;-15.7197,12.0781;GW-06;Cacheu;Ponta Bela Vista
0;-15.7333,12.0833;GW;;Ponta Belabe
0;-15.7333,12.0667;GW;;Ponta Batíjaque
0;-14.8333,12.0833;GW;;Ponta Barbosa
0;-16.1311,12.2647;GW-06;Cacheu;Ponta Baio
0;-15.7500,11.9167;GW;;Ponta Augusto Soares
0;-15.7333,11.9167;GW;;Ponta Augusto Soares
0;-15.6167,11.8500;GW;;Ponta Augusto Rosario
0;-15.7500,12.0500;GW;;Ponta Augusto Hopfer
0;-15.7333,11.9000;GW;;Ponta Augusto Correia
0;-15.7667,12.0333;GW;;Ponta Augusto Barros
0;-16.2481,12.3772;GW-06;Cacheu;Ponta Augusto Barreto
0;-16.2667,12.3500;GW;;Ponta Augusto Barreto
0;-14.5833,12.2000;GW;;Ponta Arif Elawar
0;-15.6333,11.8833;GW;;Ponta Amorim
0;-14.8167,12.1500;GW;;Ponta Amaro
0;-15.6167,11.8667;GW;;Ponta Amâncio
0;-15.6667,11.8833;GW;;Ponta Alfredo Neves
0;-15.7000,12.1000;GW;;Ponta Alfama
0;-15.6333,11.9667;GW;;Ponta Adriano
0;-15.6833,11.9833;GW;;Ponta Adolfo Ramos
0;-15.6500,11.8833;GW;;Ponta Adelino
0;-14.8500,12.1333;GW;;Ponta
0;-14.2833,12.3333;GW;;Ponhè Maundè
0;-14.2667,12.3167;GW;;Ponhé Ierobà
0;-15.4333,11.5833;GW;;Poncão
0;-15.7400,12.1692;GW-06;Cacheu;Pónate
0;-15.2833,11.9667;GW;;Polibaque
0;-15.0000,11.9500;GW;;Poindom
0;-16.0906,12.3622;GW-06;Cacheu;Poilão de Leão
0;-15.3333,11.0667;GW;;Poilão de Cinza
0;-14.4000,12.3167;GW;;Pófa
0;-15.3333,11.4000;GW;;Pobreza
0;-16.2000,12.0833;GW;;Plufe
0;-16.0667,12.0000;GW;;Plufe
0;-15.4500,11.7500;GW;;Plaque Intela
0;-15.7833,11.9833;GW;;Plaque
0;-15.6500,11.8833;GW;;Plaque
27633;-15.6167,11.8833;GW-11;Bissau;Plaque
0;-15.9000,11.8667;GW;;Plaque
0;-15.9667,12.1167;GW;;Plama
0;-15.7667,12.1000;GW;;Plama
0;-15.7500,12.1000;GW;;Placo
0;-15.7667,12.1000;GW;;Plácade
0;-16.0833,11.7667;GW;;Pissangue
2980;-14.1543,12.6629;GW-10;Gabú;Pirada
0;-15.8667,12.1500;GW;;Piosse
0;-16.0667,11.8000;GW;;Piol
0;-16.0333,11.9667;GW;;Pintâmpil
0;-16.1833,12.2500;GW;;Pinjanguru
0;-15.8000,11.9333;GW;;Pinhossenol
0;-15.5000,11.5667;GW;;Pinhanco
0;-16.2500,11.8500;GW;;Pijate
0;-15.8592,12.1281;GW-06;Cacheu;Pieme
0;-16.0500,12.0667;GW;;Pichimã
0;-16.0000,11.9833;GW;;Pichimã
0;-16.1833,12.1333;GW;;Pichilal
0;-13.9667,12.3333;GW;;Piche Rundè
0;-13.9500,12.3333;GW;;Piche Fulbè
5655;-13.9534,12.3234;GW-10;Gabú;Pitche
0;-15.7167,11.8167;GW;;Picete
0;-15.6333,12.3833;GW;;Piaque
0;-15.5833,11.8833;GW;;Piana
0;-15.6500,11.8667;GW;;Petoro
0;-15.7167,11.9333;GW;;Petora
0;-15.6792,12.0875;GW-06;Cacheu;Pete
0;-15.7420,11.8044;GW;;Petate
0;-16.0667,11.7667;GW;;Petasse
0;-15.6739,12.1364;GW-06;Cacheu;Petabe
0;-16.0500,12.1000;GW;;Petabe
0;-16.1667,12.0667;GW;;Perule
0;-15.1500,11.3833;GW;;Pericuto
0;-16.1833,12.0667;GW;;Perebe
0;-15.7667,11.8500;GW;;Pequeje
0;-15.9078,12.2183;GW-06;Cacheu;Pepantar
0;-16.2000,11.9333;GW;;Pepal
0;-15.9500,11.9500;GW;;Pentiã
0;-15.1000,11.6167;GW;;Penhacunda
0;-15.6333,11.8667;GW;;Penha
0;-16.0383,12.0125;GW-06;Cacheu;Pendinglo
0;-15.9544,12.1172;GW-06;Cacheu;Pelundo
0;-15.9833,11.9833;GW;;Pelépar
0;-15.2167,12.5000;GW;;Pejunguto
0;-15.4333,11.6167;GW;;Pejunguto
0;-15.9667,12.2500;GW;;Pejanguto
0;-16.0667,11.7833;GW;;Pegaque
0;-16.0500,11.9500;GW;;Pefite
14808;-15.5945,11.8724;GW;;Pefiné
0;-15.6833,11.8500;GW;;Pefiné
0;-15.6000,11.8667;GW;;Pedreira
0;-15.3833,11.5000;GW;;Pedingali
0;-16.0000,11.9500;GW;;Pecuátar
0;-15.7947,12.1264;GW-06;Cacheu;Peconha
0;-15.9500,11.9500;GW;;Pecomal
0;-16.2186,12.2231;GW-06;Cacheu;Pechusse
0;-16.0306,12.1322;GW-06;Cacheu;Pechilal
0;-16.1844,12.2333;GW-06;Cacheu;Pechife
0;-16.0725,12.2947;GW-06;Cacheu;Peche
0;-16.1856,12.2017;GW-06;Cacheu;Pechangali
0;-15.5333,11.5500;GW;;Pecete
0;-15.8067,12.2011;GW-06;Cacheu;Pecé
0;-16.1500,12.2500;GW;;Pecau
0;-16.0000,11.9833;GW;;Pebosse
0;-14.2833,12.5667;GW;;Paunca
0;-13.7833,12.6333;GW;;Patom
0;-14.6500,11.7000;GW;;Pate Uindi
0;-14.7000,11.9500;GW;;Pate Seidi
0;-15.8167,12.0667;GW;;Patencage
0;-14.6667,11.7000;GW;;Pate Jau
0;-14.6167,11.9667;GW;;Pate Jájà
0;-14.9167,12.1333;GW;;Patè Gidè
0;-14.6333,11.9000;GW;;Pate Gibel
0;-14.7500,11.5667;GW;;Patè Embalô
0;-14.6000,11.9667;GW;;Pate Buià
0;-14.6333,11.9667;GW;;Pate Bana
0;-14.6833,11.6667;GW;;Pate Baliel
0;-14.4500,12.3333;GW;;Patassa
0;-13.9667,11.9667;GW;;Pataque Boébè
0;-13.9667,11.8833;GW;;Pataque
0;-16.0000,11.9667;GW;;Patacha
0;-15.7586,12.0889;GW-06;Cacheu;Patacã
0;-15.7667,11.8333;GW;;Pasta
0;-15.5786,12.2344;GW-04;Oio;Passe
0;-15.5339,12.2311;GW-04;Oio;Passe
0;-15.8133,12.0592;GW-06;Cacheu;Passabe
0;-14.8333,11.3333;GW;;Paroldade
0;-14.5833,12.0833;GW;;Paquer Lali
0;-14.5833,12.0833;GW;;Paquer Guru
0;-15.8953,12.4300;GW-06;Cacheu;Papiá
0;-15.9114,12.1436;GW-06;Cacheu;Pantufa
0;-15.8522,12.4172;GW-06;Cacheu;Pantazinho
0;-15.8500,12.4167;GW;;Panta
0;-15.9333,11.4667;GW;;Panja
0;-15.9000,11.8833;GW;;Pandim
0;-13.9833,12.3000;GW;;Panchor
0;-16.0333,12.1500;GW;;Panabá
0;-14.7333,11.6333;GW;;Pampe
0;-15.0667,11.0833;GW;;Pampaire
0;-14.5833,12.1833;GW;;Pajanhe
0;-14.0667,12.3833;GW;;Pajama
0;-15.3833,11.4667;GW;;Paiunco
0;-15.6000,12.1000;GW;;Paile
0;-13.8500,12.3333;GW;;Paiama Macã
0;-13.8500,12.3333;GW;;Paiama Dâdi
0;-14.3333,12.6000;GW;;Paiama
0;-14.1333,12.2500;GW;;Paiama
0;-14.4167,11.8333;GW;;Paiai Numbà
0;-14.4333,11.8667;GW;;Paiai Lêmenei
0;-14.2333,12.1667;GW;;Páhamo
0;-16.1167,12.1667;GW;;Page
0;-14.4333,11.9500;GW;;Padada
0;-14.7167,12.4000;GW;;Pácua
0;-15.6350,12.0611;GW-04;Oio;Pache
0;-15.7667,11.8167;GW;;Pacaque
0;-16.0667,11.9667;GW;;Pacande
0;-15.5833,11.9167;GW;;Pabijaro
0;-15.5833,11.8833;GW;;Paál
0;-15.4667,12.2167;GW;;Outra Banda
0;-16.4192,12.2108;GW-06;Cacheu;Ossor
0;-16.1667,11.2500;GW;;Ossocono
0;-13.8667,12.6333;GW;;Orè Maundè
0;-14.2333,11.6667;GW;;Orè Capege
0;-13.8833,12.6333;GW;;Orèbodé
0;-15.3667,11.3500;GW;;Orango
0;-15.7611,12.3811;GW-06;Cacheu;Ongoró
0;-15.7667,12.3667;GW;;Ongoró
0;-14.5167,12.3833;GW;;Ongã
0;-16.4833,12.3167;GW;;Ondongol
0;-15.9333,11.7667;GW;;Ondame
0;-15.7833,11.9500;GW;;Ome
0;-16.0667,11.8667;GW;;Omaia
0;-14.0833,12.6167;GW;;Olucunda
0;-15.3286,12.3197;GW-04;Oio;Olossato
0;-15.2419,12.1164;GW-04;Oio;Olom
0;-15.5167,11.9500;GW;;Ocozinho
0;-14.2000,12.2667;GW;;Oco Maundè
0;-15.5167,11.9333;GW;;Oco Grande
0;-15.7000,11.8000;GW;;Oco
0;-16.2333,12.0667;GW;;Ochacaname
0;-14.6667,12.5000;GW;;Nuncute
0;-15.3667,11.6833;GW;;Nova Sintra
0;-15.5000,11.5833;GW;;Nova Sintra
0;-15.6000,11.8500;GW;;Nova Có
0;-15.0669,12.6244;GW-04;Oio;Norobanta Mandinga
0;-15.0528,12.6172;GW-04;Oio;Norobanta Fula
0;-14.3167,12.4500;GW;;Nònódala
0;-14.6333,11.6667;GW;;Nôni
0;-15.4000,12.2167;GW;;Nonguena
0;-15.7000,12.1264;GW-06;Cacheu;Nino
0;-15.4086,12.0975;GW-04;Oio;Nimane
0;-13.7833,12.5667;GW;;Nhunanca
0;-15.1667,11.7167;GW;;Nhomi Manjaco
0;-15.1667,11.7167;GW;;Nhomi Beafada
0;-15.5833,11.9833;GW;;Nhoma
0;-16.6089,12.3042;GW-06;Cacheu;Nhiquim
0;-15.1658,12.1606;GW-04;Oio;Nhime
0;-15.6225,12.0861;GW-04;Oio;Nhenque
0;-15.4000,12.0833;GW;;Nhenque
0;-15.6089,12.0692;GW-04;Oio;Nhenque
0;-15.7372,12.0667;GW-06;Cacheu;Nhenguè
0;-15.7167,12.1000;GW;;Nhelma
0;-15.7119,12.0439;GW-06;Cacheu;Nhelem
0;-14.4333,12.2833;GW;;Nhaulem
0;-14.0667,12.1500;GW;;Nhaulem
0;-16.1125,12.3986;GW-06;Cacheu;Nhatabá
0;-14.2500,12.3833;GW;;Nharsabá
0;-14.2500,12.6167;GW;;Nhapo
0;-14.4833,12.2500;GW;;Nhapo
0;-14.4500,12.4000;GW;;Nhantida
0;-14.5667,12.5333;GW;;Nhantandim
0;-14.7500,12.0833;GW;;Nhantanã Fula
0;-14.4667,12.2833;GW;;Nhantampa
0;-14.3833,11.5833;GW;;Nhantáfarà
0;-15.1167,11.4667;GW;;Nhanguê
0;-14.9667,12.3000;GW;;Nhangasia
0;-15.4725,12.3425;GW-04;Oio;Nhanfa
0;-15.4067,12.3608;GW-04;Oio;Nhané
0;-14.7500,11.6500;GW;;Nhandofo
0;-15.5167,12.4167;GW;;Nhanaià
0;-14.2500,12.2333;GW;;Nhampasseré
0;-15.1850,12.4481;GW-04;Oio;Nhamburã
0;-14.6667,12.2000;GW;;Nhambanhe
0;-16.2908,12.3903;GW-06;Cacheu;Nhambalã
0;-15.5675,12.0886;GW-04;Oio;Nhamate
0;-15.9350,12.4378;GW-06;Cacheu;Nhalom
0;-15.4833,11.7500;GW;;Nhala de Cima
0;-15.5000,11.7167;GW;;Nhala de Baixo
0;-15.6167,11.8667;GW;;Nhala
0;-15.1000,11.8333;GW;;Nhalá
0;-14.9000,11.6333;GW;;Nhalá
0;-15.1000,11.4000;GW;;Nhai
0;-15.0667,11.4000;GW;;Nhai
0;-16.0667,11.9667;GW;;Nhago
0;-15.5178,12.2169;GW-04;Oio;Nhaé
0;-15.3931,12.1267;GW-04;Oio;Nhaé
0;-15.5667,11.9833;GW;;Nhacra Teda
1966;-15.5500,11.9667;GW-04;Oio;Nhacra
0;-14.9333,11.4333;GW;;Nhacobà
0;-14.1000,12.4000;GW;;Nhácarè
0;-14.8833,12.0333;GW;;Nhabijão Mandinga
0;-14.8833,12.0333;GW;;Nhabijão Mancanha
0;-14.9000,12.0167;GW;;Nhabijão Imbume
0;-14.9167,12.0167;GW;;Nhabijão Cau
0;-14.9000,12.0333;GW;;Nhabijão Bulobate
0;-14.9167,12.0167;GW;;Nhabijão Bedinca
0;-13.7167,12.3667;GW;;Nétèrè
0;-15.6000,11.5333;GW;;Nerompe
0;-15.5500,12.4833;GW;;Nenecó
0;-16.0667,12.4333;GW;;Nemazinho
0;-13.8833,12.4500;GW;;Nematabá
0;-14.8000,12.3833;GW;;Nematabá
0;-14.3833,12.3833;GW;;Nematabá
0;-15.3014,12.2708;GW-04;Oio;Nemanacó
0;-15.2286,12.4900;GW-04;Oio;Nema
0;-16.0878,12.4408;GW-06;Cacheu;Nema
0;-15.2333,12.4500;GW;;Nema
0;-14.6667,12.1667;GW;;Nema
0;-14.8667,12.0333;GW;;Nema
0;-14.6167,12.0333;GW;;Nema
0;-15.2667,11.7667;GW;;Nauanhe
0;-15.3333,11.7333;GW;;Nauanhe
0;-16.2386,12.3508;GW-06;Cacheu;Napejame
0;-16.0500,11.8000;GW;;Nangã
0;-15.4000,12.1500;GW;;Namedão
0;-15.3833,11.7833;GW;;Nã Mancanha
0;-14.5167,12.4167;GW;;Naima
0;-15.4833,11.9500;GW;;Nague
0;-15.9833,11.5667;GW;;Nago
0;-15.5739,12.3522;GW-04;Oio;Nagate
0;-15.6994,12.2342;GW-04;Oio;Naga de Baixo
0;-15.6833,11.8167;GW;;Naga
0;-15.5547,12.3069;GW-04;Oio;Nafula
0;-15.2000,11.9333;GW;;Nafo
0;-15.0833,11.4500;GW;;Nafo
0;-15.3833,11.8000;GW;;Nã Balanta
0;-14.7000,11.8667;GW;;Mussà Iero
0;-15.5847,12.2506;GW-04;Oio;Muno
0;-14.5833,11.9500;GW;;Munhini
0;-13.9333,11.7500;GW;;Munhini
0;-15.7333,11.8000;GW;;Mua
0;-15.2167,12.4833;GW;;Morocunda
0;-16.1667,12.2667;GW;;Morocunda
0;-14.9000,12.1000;GW;;Morocunda
0;-14.8333,11.9167;GW;;Moricanhe
0;-15.2756,12.2447;GW-04;Oio;Morés
0;-15.4578,12.2656;GW-04;Oio;Mone
0;-14.5333,11.8333;GW;;Mondajane
0;-15.3667,12.2333;GW;;Moia Fará
0;-14.6500,12.4667;GW;;Missirá Samba
0;-15.0333,12.6167;GW;;Missirá Jango
0;-14.6500,12.0000;GW;;Missirá de Baixo
0;-15.2000,11.5500;GW;;Missirá Beafada
0;-15.2167,11.5167;GW;;Missirá Balanta
0;-15.0167,12.6667;GW;;Missirá Ama Sidi
0;-14.3500,12.4500;GW;;Missirá
0;-15.1000,12.4333;GW;;Missirá
0;-14.2833,12.3500;GW;;Missirá
0;-15.3408,12.3347;GW-04;Oio;Missirá
0;-14.9333,12.2833;GW;;Missirá
0;-14.5000,12.2833;GW;;Missirá
0;-15.4811,12.2322;GW-04;Oio;Missirá
0;-14.6667,12.1667;GW;;Missirá
0;-14.9000,12.1000;GW;;Missirá
0;-14.5500,12.0833;GW;;Missirá
0;-14.6500,12.0167;GW;;Missirá
0;-15.5000,11.5833;GW;;Missirá
0;-14.9000,11.5333;GW;;Missirá
0;-14.8667,11.2000;GW;;Missirá
0;-15.1833,11.1667;GW;;Missida Jauiá
0;-15.3508,12.2900;GW-04;Oio;Mindodo
0;-15.6000,11.8500;GW;;Mindara
0;-14.9333,11.8000;GW;;Mina
0;-15.5167,12.2333;GW;;Mil
0;-16.1081,12.0483;GW-06;Cacheu;Mijancal
0;-16.0833,11.7833;GW;;Miele
0;-14.6833,12.2833;GW;;Micheche
0;-14.7333,11.9833;GW;;Metanhancã
0;-16.0667,11.8667;GW;;Metampil
0;-16.1667,12.2333;GW;;Metade
0;-14.0000,12.6333;GW;;Metacumba
0;-15.5000,11.3333;GW;;Mèruigi
0;-14.8667,12.0667;GW;;Méro
0;-14.3500,12.3500;GW;;Mera Seidi
0;-15.4500,11.6833;GW;;Meningue
0;-15.7000,11.2333;GW;;Meneque
0;-15.9833,11.1333;GW;;Meneque
0;-15.0667,11.3500;GW;;Melinde
0;-14.9333,11.3667;GW;;Mejo
